emi_id,member_id,plan_id,group_id,plan_emi,emi_no,total_emi,emi_status,divident,slot_number,gst_percentage,plan_emi_after_gst,is_gst_included,gst_amount,is_chit_taken,chit_amount,chit_emi_months,chit_emi,return_chit_amount,return_factor,chit_interest,return_chit_amount_final,chit_status,revised_emi,is_emi_due,penality_amount,rate_of_interest,after_penality_amount,revised_emi_after_penality,is_partial_payment,partial_paid_amount,amount_due,emi_month,mode,added_date,update_date
214,1,6,10,10000,10,10,due,,102201L6013,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:34:55","0000-00-00 00:00:00"
215,9,6,10,10000,1,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
216,9,6,10,10000,2,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
217,9,6,10,10000,3,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
218,9,6,10,10000,4,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
219,9,6,10,10000,5,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
220,9,6,10,10000,6,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
221,9,6,10,10000,7,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
222,9,6,10,10000,8,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
223,9,6,10,10000,9,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
224,9,6,10,10000,10,10,due,,102201L6014,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:00","0000-00-00 00:00:00"
225,8,6,10,10000,1,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
226,8,6,10,10000,2,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
227,8,6,10,10000,3,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
228,8,6,10,10000,4,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
229,8,6,10,10000,5,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
230,8,6,10,10000,6,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
231,8,6,10,10000,7,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
232,8,6,10,10000,8,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
233,8,6,10,10000,9,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
234,8,6,10,10000,10,10,due,,102201L6015,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:05","0000-00-00 00:00:00"
235,10,6,10,10000,1,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
236,10,6,10,10000,2,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
237,10,6,10,10000,3,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
238,10,6,10,10000,4,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
239,10,6,10,10000,5,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
240,10,6,10,10000,6,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
241,10,6,10,10000,7,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
242,10,6,10,10000,8,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
243,10,6,10,10000,9,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
244,10,6,10,10000,10,10,due,,102201L6016,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:11","0000-00-00 00:00:00"
245,8,6,10,10000,1,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
246,8,6,10,10000,2,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
247,8,6,10,10000,3,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
248,8,6,10,10000,4,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
249,8,6,10,10000,5,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
250,8,6,10,10000,6,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
251,8,6,10,10000,7,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
252,8,6,10,10000,8,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
253,8,6,10,10000,9,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
254,8,6,10,10000,10,10,due,,102201L6017,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:23","0000-00-00 00:00:00"
255,9,6,10,10000,1,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
256,9,6,10,10000,2,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
257,9,6,10,10000,3,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
258,9,6,10,10000,4,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
259,9,6,10,10000,5,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
260,9,6,10,10000,6,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
261,9,6,10,10000,7,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
262,9,6,10,10000,8,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
263,9,6,10,10000,9,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
264,9,6,10,10000,10,10,due,,102201L6018,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:31","0000-00-00 00:00:00"
265,9,6,10,10000,1,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
266,9,6,10,10000,2,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
267,9,6,10,10000,3,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
268,9,6,10,10000,4,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
269,9,6,10,10000,5,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
270,9,6,10,10000,6,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
271,9,6,10,10000,7,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
272,9,6,10,10000,8,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
273,9,6,10,10000,9,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
274,9,6,10,10000,10,10,due,,102201L6019,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-10-14 11:35:36","0000-00-00 00:00:00"
275,11,7,11,100000,1,10,paid,1000,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,Yes,99000,0,"Dec,2022",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
276,11,7,11,100000,2,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
277,11,7,11,100000,3,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
278,11,7,11,100000,4,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
279,11,7,11,100000,5,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
280,11,7,11,100000,6,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
281,11,7,11,100000,7,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
282,11,7,11,100000,8,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
283,11,7,11,100000,9,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Aug,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
284,11,7,11,100000,10,10,due,,122210L701,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2023",,"2022-12-14 04:51:51","0000-00-00 00:00:00"
285,11,9,14,100000,1,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,Yes,10,99990,"Dec,2022",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
286,11,9,14,100000,2,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
287,11,9,14,100000,3,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
288,11,9,14,100000,4,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
289,11,9,14,100000,5,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
290,11,9,14,100000,6,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
291,11,9,14,100000,7,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
292,11,9,14,100000,8,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
293,11,9,14,100000,9,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Aug,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
294,11,9,14,100000,10,10,due,,122210L901,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2023",,"2022-12-17 02:30:38","0000-00-00 00:00:00"
295,11,7,11,100000,1,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
296,11,7,11,100000,2,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
297,11,7,11,100000,3,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Feb,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
298,11,7,11,100000,4,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Mar,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
299,11,7,11,100000,5,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Apr,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
300,11,7,11,100000,6,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"May,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
301,11,7,11,100000,7,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jun,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
302,11,7,11,100000,8,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jul,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
303,11,7,11,100000,9,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Aug,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
304,11,7,11,100000,10,10,due,,122210L702,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2023",,"2022-12-17 02:30:40","0000-00-00 00:00:00"
305,3,1,1,20000,2,5,due,,092201L101,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-09-30 05:14:36","0000-00-00 00:00:00"
306,3,1,1,20000,3,5,due,,092201L101,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-09-30 05:14:36","0000-00-00 00:00:00"
307,3,1,1,20000,4,5,due,,092201L101,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-09-30 05:14:36","0000-00-00 00:00:00"
308,3,1,1,20000,5,5,due,,092201L101,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-09-30 05:14:36","0000-00-00 00:00:00"
309,10,1,1,20000,1,5,paid,,092201L102,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2022",,"2022-09-30 05:14:40","0000-00-00 00:00:00"
310,10,1,1,20000,2,5,due,,092201L102,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-09-30 05:14:40","0000-00-00 00:00:00"
311,10,1,1,20000,3,5,due,,092201L102,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-09-30 05:14:40","0000-00-00 00:00:00"
312,10,1,1,20000,4,5,due,,092201L102,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-09-30 05:14:40","0000-00-00 00:00:00"
313,10,1,1,20000,5,5,due,,092201L102,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-09-30 05:14:40","0000-00-00 00:00:00"
314,7,1,1,20000,1,5,due,,092201L103,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2022",,"2022-09-30 05:14:45","0000-00-00 00:00:00"
315,7,1,1,20000,2,5,due,,092201L103,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-09-30 05:14:45","0000-00-00 00:00:00"
316,7,1,1,20000,3,5,due,,092201L103,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Nov,2022",,"2022-09-30 05:14:45","0000-00-00 00:00:00"
317,7,1,1,20000,4,5,due,,092201L103,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Dec,2022",,"2022-09-30 05:14:45","0000-00-00 00:00:00"
318,7,1,1,20000,5,5,due,,092201L103,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Jan,2023",,"2022-09-30 05:14:45","0000-00-00 00:00:00"
319,1,1,1,20000,1,5,paid,,092201L104,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Sep,2022",,"2022-09-30 05:14:57","0000-00-00 00:00:00"
320,1,1,1,20000,2,5,due,,092201L104,,,,,no,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,yes,NULL,NULL,NULL,NULL,No,NULL,NULL,"Oct,2022",,"2022-09-30 05:14:57","0000-00-00 00:00:00"
